method	path	tier	families	category	summary	where
POST	/ISAPI/Parking/server/deviceManagement/led	reference	anpr	Entrance & Exit Management and Control	Create screen parameters	anpr:12.9.2.11@p415
PUT	/ISAPI/Parking/server/deviceManagement/led	reference	anpr	Entrance & Exit Management and Control	Configure screen parameters	anpr:12.9.2.12@p417
GET	/ISAPI/SDT/Face/pictureAnalysis/capabilities	narrative	dvr-pro,dvr-value	Narrative / Quick Start	Get face picture capability: GET /ISAPI/SDT/Face/pictureAnalysis/capabilities;	dvr-pro:@p75;dvr-value:@p75
GET	/ISAPI/Security/capabilities	reference	anpr,deepinview,dvr-pro,dvr-value,ipc-value	Device (General)	Get the system security capability	anpr:12.1.5.4@p112;deepinview:19.1.6.3@p194;dvr-pro:12.1.5.2@p108;dvr-value:12.1.5.2@p114;ipc-value:8.1.3.3@p72
POST	/ISAPI/Security/challenge	narrative	anpr,deepinview,dvr-pro,dvr-value,ipc-value	Narrative / Quick Start	public key string to the device in XML message (related URI: POST /ISAPI/Security/challenge) after being	anpr:@p6;deepinview:@p8;dvr-pro:@p6;dvr-value:@p6;ipc-value:@p6
PUT	/ISAPI/Security/users/UserLoginAbnormal	narrative	dvr-pro,dvr-value	Narrative / Quick Start		dvr-pro:@p118;dvr-value:@p123
GET	/ISAPI/Smart/AudioDetection/channels	reference	deepinview	Audio Recognition	Get the audio detection parameters of all channels	deepinview:19.17.1.6@p884
PUT	/ISAPI/Smart/AudioDetection/channels	reference	deepinview	Audio Recognition	Set the audio detection parameters of all channels	deepinview:19.17.1.5@p883
GET	/ISAPI/Smart/AudioDetection/channels/{channelID}	reference	deepinview	Audio Recognition	Get audio detection parameters of a specified channel	deepinview:19.17.1.7@p885
PUT	/ISAPI/Smart/AudioDetection/channels/{channelID}	reference	deepinview	Audio Recognition	Set audio detection parameters of a channel	deepinview:19.17.1.8@p886
GET	/ISAPI/Smart/AudioDetection/channels/{channelID}/capabilities	reference	deepinview	Audio Recognition	Get the capability of audio detection parameters of a specified channel	deepinview:19.17.1.9@p888
GET	/ISAPI/Smart/AudioDetection/channels/{channelID}/status	reference	deepinview	Audio Recognition	Get the audio strength	deepinview:19.17.1.10@p889
GET	/ISAPI/Smart/FieldDetection	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get intrusion detection parameters of all channels	deepinview:19.10.1.14@p706
PUT	/ISAPI/Smart/FieldDetection	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set intrusion detection parameters of all channels	deepinview:19.10.1.13@p704
GET	/ISAPI/Smart/FieldDetection/{channelID}	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get intrusion detection parameters by video input channel	deepinview:19.10.1.15@p707;dvr-pro:12.7.1.7@p262;dvr-value:12.6.1.7@p273
PUT	/ISAPI/Smart/FieldDetection/{channelID}	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set intrusion detection parameters by channel	deepinview:19.10.1.16@p709;dvr-pro:12.7.1.8@p264;dvr-value:12.6.1.8@p275
GET	/ISAPI/Smart/FieldDetection/{channelID}/capabilities	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get configuration capability of intrusion detection by channel	deepinview:19.10.1.17@p710;dvr-pro:12.7.1.9@p265;dvr-value:12.6.1.9@p276
GET	/ISAPI/Smart/FieldDetection/{channelID}/regions	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get parameters of all intrusion detection regions of a specific channel	deepinview:19.10.1.18@p713;dvr-pro:12.7.1.10@p267;dvr-value:12.6.1.10@p278
PUT	/ISAPI/Smart/FieldDetection/{channelID}/regions	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set parameters of all intrusion detection regions of a specified channel	deepinview:19.10.1.19@p713;dvr-pro:12.7.1.11@p268;dvr-value:12.6.1.11@p279
GET	/ISAPI/Smart/FieldDetection/{channelID}/regions/{regionID}	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get parameters of an intrusion detection region of a specific channel	deepinview:19.10.1.20@p715;dvr-pro:12.7.1.12@p269;dvr-value:12.6.1.12@p280
PUT	/ISAPI/Smart/FieldDetection/{channelID}/regions/{regionID}	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set parameters of an intrusion detection region of a specified channel	deepinview:19.10.1.21@p716;dvr-pro:12.7.1.13@p271;dvr-value:12.6.1.13@p282
GET	/ISAPI/Smart/FieldDetection/{channelID}/regions/{regionID}/capabilities	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get configuration capability of intrusion detection by channel	deepinview:19.10.1.22@p717;dvr-pro:12.7.1.14@p272;dvr-value:12.6.1.14@p283
GET	/ISAPI/Smart/LineDetection	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get line crossing detection parameters of all channels	deepinview:19.10.2.14@p738
PUT	/ISAPI/Smart/LineDetection	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set line crossing detection parameters of all channels	deepinview:19.10.2.13@p736
PUT	/ISAPI/Smart/LineDetection/{channelID}	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set line crossing detection parameters by channel	deepinview:19.10.2.15@p739;dvr-pro:12.7.2.7@p282;dvr-value:12.6.2.7@p292
GET	/ISAPI/Smart/LineDetection/{channelID}/capabilities	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get configuration capability of line crossing detection by channel	deepinview:19.10.2.16@p741;dvr-pro:12.7.2.8@p283;dvr-value:12.6.2.8@p293
GET	/ISAPI/Smart/LineDetection/{channelID}/lineItem	reference	dvr-pro,dvr-value	Perimeter Protection	Get parameters of all detection lines of a specific channel	dvr-pro:12.7.2.10@p286;dvr-value:12.6.2.10@p296
PUT	/ISAPI/Smart/LineDetection/{channelID}/lineItem	reference	dvr-pro,dvr-value	Perimeter Protection	Set parameters of all line crossing detection lines by channel	dvr-pro:12.7.2.9@p285;dvr-value:12.6.2.9@p295
GET	/ISAPI/Smart/LineDetection/{channelID}/lineItem/{ruleID}	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get parameters of a detection line of a specific channel	deepinview:19.10.2.17@p742;dvr-pro:12.7.2.11@p287;dvr-value:12.6.2.11@p297
PUT	/ISAPI/Smart/LineDetection/{channelID}/lineItem/{ruleID}	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Set parameters of a detection line of a specified channel	deepinview:19.10.2.18@p743;dvr-pro:12.7.2.12@p288;dvr-value:12.6.2.12@p298
GET	/ISAPI/Smart/LineDetection/{channelID}/lineItem/{ruleID}/capabilities	reference	deepinview,dvr-pro,dvr-value	Smart Event (Perimeter Intrusion Detection)	Get configuration capability of line crossing detection by channel	deepinview:19.10.2.19@p745;dvr-pro:12.7.2.13@p289;dvr-value:12.6.2.13@p299
GET	/ISAPI/Smart/capabilities	narrative	deepinview,dvr-pro,dvr-value	Narrative / Quick Start	Get the isSupportGroup in the capability of simple intelligence (related URI: GET /ISAPI/Smart/capabilities).	deepinview:@p91;dvr-pro:@p62;dvr-value:@p64
GET	/ISAPI/Smart/group	narrative	deepinview,dvr-pro,dvr-value	Narrative / Quick Start	Get people gathering parameters (related URI: GET /ISAPI/Smart/group).	deepinview:@p91;dvr-pro:@p62;dvr-value:@p64
PUT	/ISAPI/Smart/group	narrative	deepinview,dvr-pro,dvr-value	Narrative / Quick Start	Configure people gathering parameters (related URI: PUT /ISAPI/Smart/group).	deepinview:@p91;dvr-pro:@p62;dvr-value:@p64
GET	/ISAPI/Smart/group/{channelID}	reference	deepinview	Abnormal Event Detection	Get parameters of people gathering for a specified channel	deepinview:19.7.4.8@p581
PUT	/ISAPI/Smart/group/{channelID}	reference	deepinview	Abnormal Event Detection	Get parameters of people gathering for a specified channel	deepinview:19.7.4.7@p580
GET	/ISAPI/Smart/group/{channelID}/capabilities	reference	deepinview	Abnormal Event Detection	Get the capability of people gathering	deepinview:19.7.4.9@p583
GET	/ISAPI/Smart/group/{channelID}/regions	reference	deepinview	Abnormal Event Detection	Get the parameters of people gathering in all areas	deepinview:19.7.4.11@p586
PUT	/ISAPI/Smart/group/{channelID}/regions	reference	deepinview	Abnormal Event Detection	Set parameters of people gathering for all areas	deepinview:19.7.4.10@p585
GET	/ISAPI/Smart/group/{channelID}/regions/{regionID}	reference	deepinview	Abnormal Event Detection	Get parameters of a specified area for people gathering	deepinview:19.7.4.13@p588
PUT	/ISAPI/Smart/group/{channelID}/regions/{regionID}	reference	deepinview	Abnormal Event Detection	Set parameters of people gathering for a specified area	deepinview:19.7.4.12@p587
GET	/ISAPI/Smart/loitering	reference	deepinview	Abnormal Event Detection	Get loitering detection parameters of all channels	deepinview:19.7.2.10@p554
PUT	/ISAPI/Smart/loitering	reference	deepinview	Abnormal Event Detection	Set loitering detection parameters of all channels	deepinview:19.7.2.9@p553
GET	/ISAPI/Smart/loitering/{channelID}	reference	deepinview	Abnormal Event Detection	Get loitering detection parameters of a channel	deepinview:19.7.2.11@p555
GET	/ISAPI/Smart/loitering/{channelID}/capabilities	reference	deepinview	Abnormal Event Detection	Get the loitering detection capability	deepinview:19.7.2.12@p556
GET	/ISAPI/Smart/loitering/{channelID}/regions	reference	deepinview	Abnormal Event Detection	Batch get parameters of multiple areas	deepinview:19.7.2.13@p557
PUT	/ISAPI/Smart/loitering/{channelID}/regions	reference	deepinview	Abnormal Event Detection	Batch set parameters of multiple areas	deepinview:19.7.2.14@p558
GET	/ISAPI/Smart/loitering/{channelID}/regions/{regionID}	reference	deepinview	Abnormal Event Detection	Get loitering detection parameters of a single area	deepinview:19.7.2.16@p560
PUT	/ISAPI/Smart/loitering/{channelID}/regions/{regionID}	reference	deepinview	Abnormal Event Detection	Set parameters of a single area	deepinview:19.7.2.15@p559
GET	/ISAPI/Smart/regionEntrance	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get region entrance detection parameters of all channels	deepinview:19.10.3.10@p761
PUT	/ISAPI/Smart/regionEntrance	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set region entrance detection parameters of all channels	deepinview:19.10.3.9@p759
GET	/ISAPI/Smart/regionEntrance/{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get region entrance detection parameters by video input channel	deepinview:19.10.3.12@p764
PUT	/ISAPI/Smart/regionEntrance/{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set parameters of the region entrance detection rule by channel	deepinview:19.10.3.11@p762
GET	/ISAPI/Smart/regionEntrance/{channelID}/capabilities	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get configuration capability of region entrance detection by channel	deepinview:19.10.3.13@p765
GET	/ISAPI/Smart/regionEntrance/{channelID}/regions	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get parameters of all region entrance detection regions by channel	deepinview:19.10.3.14@p767
PUT	/ISAPI/Smart/regionEntrance/{channelID}/regions	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set parameters of all region entrance detection regions by channel	deepinview:19.10.3.15@p767
GET	/ISAPI/Smart/regionEntrance/{channelID}/regions/{regionID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get parameters of a region entrance detection region of a specific channel	deepinview:19.10.3.17@p769
PUT	/ISAPI/Smart/regionEntrance/{channelID}/regions/{regionID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set parameters of a region entrance detection region by channel	deepinview:19.10.3.16@p768
GET	/ISAPI/Smart/regionExiting	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get region exiting detection parameters of all channels	deepinview:19.10.4.9@p784
PUT	/ISAPI/Smart/regionExiting	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set region exiting detection parameters of all channels	deepinview:19.10.4.10@p785
GET	/ISAPI/Smart/regionExiting/{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get parameters of region exiting detection rule by channel	deepinview:19.10.4.12@p789
PUT	/ISAPI/Smart/regionExiting/{channelID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set parameters of region exiting detection rule by channel	deepinview:19.10.4.11@p787
GET	/ISAPI/Smart/regionExiting/{channelID}/capabilities	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get configuration capability of region exiting detection by channel	deepinview:19.10.4.13@p790
GET	/ISAPI/Smart/regionExiting/{channelID}/regions	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get parameters of all region exiting detection regions by channel	deepinview:19.10.4.15@p793
PUT	/ISAPI/Smart/regionExiting/{channelID}/regions	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set parameters of all region exiting detection regions by channel	deepinview:19.10.4.14@p792
GET	/ISAPI/Smart/regionExiting/{channelID}/regions/{regionID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Get parameters of a region exiting detection region of a specific channel	deepinview:19.10.4.16@p794
PUT	/ISAPI/Smart/regionExiting/{channelID}/regions/{regionID}	reference	deepinview	Smart Event (Perimeter Intrusion Detection)	Set parameters of a region exiting detection region by channel	deepinview:19.10.4.17@p795
GET	/ISAPI/Streaming/GetPlaybackStreamInfo	narrative	deepinview	Narrative / Quick Start		deepinview:@p208
GET	/ISAPI/Streaming/RealTimeStreamInfo	narrative	deepinview	Narrative / Quick Start		deepinview:@p208
PUT	/ISAPI/Streaming/RestoreDefaultParam	narrative	deepinview	Narrative / Quick Start		deepinview:@p208
GET	/ISAPI/Streaming/channels/{channelID}/metadata	reference	deepinview	Video (General)	Get all metadata parameters of the specified channel	deepinview:19.2.9.1@p336
PUT	/ISAPI/Streaming/channels/{channelID}/metadata	reference	deepinview	Video (General)	Set all metadata parameters for a specified channel	deepinview:19.2.9.2@p336
GET	/ISAPI/Streaming/channels/{channelID}/metadata/capabilities	reference	deepinview	Video (General)	Get metadata configuration capabilities of the specified channel	deepinview:19.2.9.3@p337
GET	/ISAPI/Streaming/channels/{trackStreamID}/RTCP	reference	deepinview,ipc-value	Video (General)	Get the Real-Time Transport Control Protocol (RTCP) parameters of a specified channel	deepinview:19.2.13.1@p398;ipc-value:8.2.11.1@p202
PUT	/ISAPI/Streaming/channels/{trackStreamID}/RTCP	reference	deepinview,ipc-value	Video (General)	Set the Real-Time Transport Control Protocol (RTCP) parameters of a specified channel	deepinview:19.2.13.2@p398;ipc-value:8.2.11.2@p202
GET	/ISAPI/Streaming/channels/{trackStreamID}/picture	reference	anpr,deepinview,ipc-value	Video (General)	Get the manual capture result information of a specified channel	anpr:12.2.8.1@p186;deepinview:19.2.8.1@p335;ipc-value:8.2.7.1@p153
GET	/ISAPI/System/AcsUpdate/capabilities	narrative	anpr,deepinview,dvr-pro,dvr-value,ipc-value	Narrative / Quick Start	2. Get the capability of upgrading the peripherals module GET /ISAPI/System/AcsUpdate/capabilities, and get the	anpr:@p34;deepinview:@p45;dvr-pro:@p33;dvr-value:@p33;ipc-value:@p29
PUT	/ISAPI/System/Audio/DeviceAudioCapture	narrative	deepinview	Narrative / Quick Start		deepinview:@p199
GET	/ISAPI/System/BulkUpgradeChildDevice/capabilities	narrative	anpr,deepinview,dvr-pro,dvr-value,ipc-value	Narrative / Quick Start	Get the capability of batch upgrading sub-device: GET /ISAPI/System/BulkUpgradeChildDevice/capabilities?	anpr:@p47;deepinview:@p61;dvr-pro:@p46;dvr-value:@p46;ipc-value:@p39
POST	/ISAPI/System/BulkUpgradeChildDeviceList	narrative	anpr,deepinview,dvr-pro,dvr-value,ipc-value	Narrative / Quick Start	Sub-device batch upgrade: POST /ISAPI/System/BulkUpgradeChildDeviceList?format=json.	anpr:@p47;deepinview:@p61;dvr-pro:@p46;dvr-value:@p46;ipc-value:@p39
POST	/ISAPI/System/BulkUpgradeChildDeviceList/Search	narrative	anpr,deepinview,dvr-pro,dvr-value,ipc-value	Narrative / Quick Start	Batch sub-device upgrade progress search: POST /ISAPI/System/BulkUpgradeChildDeviceList/Search?format=json.	anpr:@p47;deepinview:@p61;dvr-pro:@p46;dvr-value:@p46;ipc-value:@p39
